episode,steps,collisions,timeout,runtime_s,success
0,0,1,0,1.804,0
1,0,1,0,3.165,1
2,0,1,0,5.254,1
3,0,1,0,3.791,1
4,0,1,0,18.797,0
5,0,1,0,2.789,1
6,0,2,0,16.818,0
7,0,2,0,18.515,0
8,0,3,0,6.860,0
9,0,3,0,2.964,1
10,0,3,0,9.858,1
11,0,4,0,18.161,0
12,0,4,0,4.262,1
13,0,4,0,19.223,0
14,0,5,0,0.026,0
15,0,5,0,3.748,1
16,0,6,0,1.480,0
17,0,7,0,2.182,0
18,0,7,0,3.321,1
19,0,8,0,1.306,0
20,0,8,0,0.786,1
21,0,8,0,19.350,0
22,0,8,0,1.846,1
23,0,8,0,2.637,1
24,0,8,0,19.202,0
25,0,9,0,0.756,0
26,0,9,0,9.186,1
27,0,9,0,0.037,1
28,0,10,0,6.984,0
29,0,10,0,3.894,1
30,0,11,0,1.044,0
31,0,12,0,0.225,0
32,0,13,0,5.648,0
33,0,14,0,2.969,0
34,0,14,0,18.443,1
35,0,14,0,17.905,0
36,0,14,0,18.792,0
37,0,15,0,0.940,0
38,0,15,0,18.162,1
39,0,16,0,3.352,0
40,0,16,0,1.562,1
41,0,16,0,18.720,0
42,0,17,0,2.871,0
43,0,17,0,3.036,1
44,0,17,0,20.903,0
45,0,17,0,2.339,1
46,0,18,0,6.231,0
47,0,18,0,18.654,0
48,0,18,0,3.287,1
49,0,19,0,1.222,0
50,0,19,0,1.543,1
51,0,19,0,20.216,0
52,0,20,0,6.107,0
53,0,20,0,2.503,1
54,0,20,0,12.536,1
55,0,20,0,2.685,1
56,0,20,0,3.877,1
57,0,20,0,18.547,0
58,0,20,0,18.870,0
59,0,21,0,1.491,0
60,0,21,0,20.438,0
61,0,21,0,1.625,1
62,0,21,0,1.522,1
63,0,21,0,12.641,1
64,0,21,0,3.509,1
65,0,22,0,0.818,0
66,0,23,0,3.396,0
67,0,23,0,1.972,1
68,0,23,0,18.148,0
69,0,23,0,18.980,0
70,0,23,0,2.364,1
71,0,23,0,2.120,1
72,0,23,0,18.657,0
73,0,23,0,1.244,1
74,0,23,0,4.270,1
75,0,24,0,3.039,0
76,0,24,0,18.720,0
77,0,25,0,5.750,0
78,0,25,0,20.400,0
79,0,25,0,2.179,1
80,0,25,0,18.301,0
81,0,25,0,3.996,1
82,0,25,0,20.942,0
83,0,25,0,8.599,1
84,0,25,0,2.396,1
85,0,25,0,2.811,1
86,0,25,0,2.063,1
87,0,26,0,0.845,0
88,0,26,0,0.939,1
89,0,26,0,2.243,1
90,0,27,0,0.972,0
91,0,27,0,12.618,1
92,0,27,0,2.272,1
93,0,28,0,0.822,0
94,0,29,0,3.821,0
95,0,29,0,4.773,1
96,0,29,0,1.784,1
97,0,29,0,4.159,1
98,0,29,0,0.086,1
99,0,29,0,2.136,1
100,0,29,0,19.582,1
101,0,29,0,8.613,1
102,0,29,0,18.607,0
103,0,30,0,2.160,0
104,0,30,0,19.329,0
105,0,30,0,19.207,0
106,0,30,0,19.520,0
107,0,30,0,18.904,0
108,0,31,0,3.023,0
109,0,31,0,1.677,1
110,0,31,0,18.592,0
111,0,31,0,6.567,1
112,0,31,0,19.129,0
113,0,31,0,1.732,1
114,0,31,0,1.759,1
115,0,32,0,8.295,0
116,0,32,0,18.983,0
117,0,33,0,4.607,0
118,0,33,0,4.022,1
119,0,34,0,4.805,0
120,0,34,0,17.981,0
121,0,34,0,5.768,1
122,0,35,0,1.143,0
123,0,35,0,20.822,0
124,0,35,0,18.361,0
125,0,36,0,2.427,0
126,0,36,0,3.464,1
127,0,36,0,9.448,1
128,0,36,0,3.435,1
129,0,36,0,0.036,1
130,0,36,0,3.614,1
131,0,36,0,3.480,1
132,0,36,0,1.652,1
133,0,36,0,3.439,1
134,0,36,0,8.454,1
135,0,36,0,1.666,1
136,0,36,0,5.633,1
137,0,36,0,2.821,1
138,0,36,0,3.806,1
139,0,36,0,15.372,1
140,0,37,0,3.342,0
141,0,37,0,18.065,0
142,0,37,0,1.979,1
143,0,37,0,7.234,1
144,0,37,0,1.236,1
145,0,37,0,2.705,1
146,0,37,0,6.710,1
147,0,37,0,4.285,1
148,0,37,0,0.669,1
149,0,37,0,19.583,0
150,0,38,0,15.938,0
151,0,38,0,0.043,1
152,0,38,0,18.859,0
153,0,38,0,18.076,0
154,0,38,0,0.887,1
155,0,38,0,17.933,0
156,0,39,0,8.868,0
157,0,40,0,3.395,0
158,0,41,0,5.892,0
159,0,41,0,2.200,1
160,0,41,0,5.237,1
161,0,41,0,20.610,0
162,0,42,0,1.351,0
163,0,43,0,2.783,0
164,0,43,0,1.988,1
165,0,44,0,1.630,0
166,0,45,0,1.799,0
167,0,45,0,1.404,1
168,0,45,0,19.434,0
169,0,45,0,3.515,1
170,0,46,0,1.591,0
171,0,46,0,18.416,0
172,0,46,0,16.499,1
173,0,46,0,0.159,1
174,0,47,0,5.105,0
175,0,48,0,0.542,0
176,0,48,0,1.200,1
177,0,49,0,0.599,0
178,0,49,0,15.928,1
179,0,49,0,4.444,1
180,0,50,0,0.896,0
181,0,50,0,19.275,0
182,0,50,0,2.382,1
183,0,50,0,2.150,1
184,0,50,0,1.896,1
185,0,50,0,18.650,0
186,0,50,0,20.199,0
187,0,51,0,0.241,0
188,0,51,0,4.752,1
189,0,51,0,18.788,0
190,0,52,0,2.194,0
191,0,52,0,1.404,1
192,0,52,0,1.706,1
193,0,52,0,18.605,0
194,0,52,0,3.395,1
195,0,52,0,3.756,1
196,0,53,0,3.841,0
197,0,53,0,8.007,1
198,0,53,0,4.404,1
199,0,53,0,1.408,1
200,0,54,0,6.187,0
201,0,54,0,3.651,1
202,0,54,0,4.528,1
203,0,55,0,2.927,0
204,0,55,0,19.273,0
205,0,56,0,0.690,0
206,0,56,0,11.718,1
207,0,56,0,0.193,1
208,0,56,0,2.360,1
209,0,56,0,16.526,1
210,0,57,0,1.143,0
211,0,58,0,1.094,0
212,0,58,0,2.405,1
213,0,59,0,0.951,0
214,0,59,0,2.008,1
215,0,59,0,19.173,0
216,0,59,0,9.500,1
217,0,60,0,4.993,0
218,0,60,0,8.347,1
219,0,60,0,5.461,1
220,0,60,0,3.076,1
221,0,61,0,0.229,0
222,0,62,0,1.113,0
223,0,63,0,1.258,0
224,0,64,0,1.292,0
225,0,65,0,1.136,0
226,0,65,0,18.637,0
227,0,66,0,4.340,0
228,0,66,0,0.839,1
229,0,66,0,3.062,1
230,0,67,0,2.161,0
231,0,68,0,1.487,0
232,0,69,0,4.425,0
233,0,69,0,19.669,0
234,0,69,0,4.654,1
235,0,69,0,0.269,1
236,0,69,0,19.226,0
237,0,69,0,1.480,1
238,0,69,0,2.770,1
239,0,69,0,1.305,1
240,0,69,0,3.377,1
241,0,69,0,3.469,1
242,0,69,0,6.179,1
243,0,70,0,4.800,0
244,0,70,0,18.603,0
245,0,70,0,19.056,0
246,0,70,0,1.886,1
247,0,70,0,8.555,1
248,0,71,0,1.469,0
249,0,71,0,4.064,1
250,0,71,0,8.639,1
251,0,71,0,1.946,1
