episode,steps,collisions,timeout,runtime_s,success
419,0,157,0,35.688,0
420,0,157,0,11.518,1
421,0,157,0,17.075,1
422,0,157,0,27.124,1
423,0,157,0,35.754,0
424,0,157,0,35.575,0
425,0,157,0,64.115,0
426,0,157,0,15.249,1
427,0,157,0,9.736,1
428,0,157,0,9.045,1
429,0,157,0,11.702,1
430,0,158,0,8.665,0
431,0,159,0,0.036,0
432,0,159,0,18.113,1
433,0,159,0,13.308,1
434,0,159,0,5.245,1
435,0,159,0,31.051,1
436,0,159,0,20.926,1
437,0,159,0,12.092,1
438,0,160,0,13.278,0
439,0,161,0,0.039,0
440,0,162,0,4.608,0
441,0,163,0,0.075,0
442,0,163,0,17.344,1
443,0,163,0,0.106,1
444,0,163,0,39.516,1
445,0,163,0,42.123,0
446,0,164,0,5.794,0
447,0,165,0,7.228,0
448,0,166,0,0.037,0
449,0,166,0,9.981,1
450,0,167,0,4.255,0
451,0,168,0,0.066,0
452,0,168,0,13.455,1
453,0,169,0,4.099,0
454,0,170,0,0.045,0
455,0,170,0,14.811,1
456,0,170,0,7.297,1
457,0,171,0,5.643,0
458,0,172,0,34.307,0
459,0,172,0,23.043,1
460,0,173,0,11.461,0
461,0,174,0,0.074,0
462,0,174,0,16.569,1
463,0,175,0,11.604,1
464,0,176,0,0.071,0
465,0,176,0,13.437,1
466,0,177,0,16.672,0
467,0,178,0,0.063,0
468,0,178,0,30.355,1
469,0,179,0,10.528,0
470,0,180,0,0.031,0
471,0,180,0,42.687,0
472,0,180,0,19.955,1
473,0,181,0,2.328,0
474,0,182,0,11.915,0
475,0,183,0,0.036,0
476,0,184,0,4.193,0
477,0,185,0,0.067,0
478,0,185,0,9.411,1
479,0,185,0,9.387,1
480,0,185,0,2.023,1
481,0,185,0,8.169,1
482,0,186,0,6.418,0
483,0,187,0,0.070,0
484,0,188,0,13.505,0
485,0,189,0,0.113,0
486,0,190,0,10.305,0
487,0,191,0,0.037,0
488,0,191,0,21.295,1
489,0,191,0,42.332,0
490,0,191,0,5.442,1
491,0,191,0,7.398,1
492,0,191,0,32.798,1
493,0,191,0,4.869,1
494,0,191,0,7.100,1
495,0,192,0,5.631,0
496,0,193,0,0.040,0
497,0,193,0,7.321,1
498,0,193,0,5.461,1
499,0,193,0,11.005,1
500,0,193,0,11.180,1
501,0,193,0,41.139,0
502,0,193,0,9.769,1
503,0,193,0,18.117,1
504,0,194,0,13.595,0
505,0,195,0,0.061,0
506,0,195,0,28.920,1
507,0,195,0,8.870,1
508,0,195,0,43.180,0
509,0,196,0,6.175,0
510,0,197,0,0.058,0
511,0,197,0,23.676,1
512,0,197,0,7.440,1
513,0,197,0,6.669,1
514,0,197,0,16.728,1
515,0,197,0,6.782,1
516,0,198,0,8.123,0
517,0,199,0,0.072,0
518,0,200,0,3.150,0
519,0,201,0,0.044,0
520,0,201,0,16.924,1
521,0,202,0,18.205,0
522,0,202,0,4.089,1
523,0,202,0,44.339,0
524,0,203,0,9.219,0
525,0,203,0,1.991,1
526,0,203,0,0.956,1
527,0,204,0,5.849,0
528,0,205,0,0.033,1
529,0,205,0,14.129,1
530,0,205,0,12.768,1
531,0,206,0,5.067,0
532,0,207,0,0.042,0
533,0,207,0,4.182,1
534,0,207,0,8.133,1
535,0,207,0,10.699,1
536,0,207,0,5.952,1
537,0,207,0,44.481,0
538,0,207,0,11.096,1
539,0,207,0,40.687,0
540,0,208,0,28.232,0
541,0,208,0,27.637,1
542,0,208,0,11.320,1
543,0,208,0,18.184,1
544,0,208,0,9.394,1
545,0,208,0,12.148,1
546,0,208,0,7.130,1
547,0,208,0,7.905,1
548,0,209,0,5.297,0
549,0,210,0,0.034,0
550,0,210,0,10.956,1
551,0,211,0,6.022,0
552,0,212,0,0.032,0
553,0,212,0,9.741,1
554,0,212,0,38.747,0
555,0,212,0,11.393,1
556,0,213,0,23.308,0
557,0,213,0,11.872,1
558,0,213,0,38.085,0
559,0,213,0,6.339,1
560,0,214,0,3.664,0
561,0,215,0,2.986,0
562,0,216,0,0.036,0
563,0,216,0,40.034,0
564,0,216,0,13.618,1
565,0,216,0,12.390,1
566,0,216,0,37.787,0
567,0,217,0,4.123,0
568,0,218,0,0.065,0
569,0,218,0,26.780,1
570,0,218,0,39.303,0
571,0,218,0,38.783,0
572,0,218,0,37.434,0
573,0,218,0,37.687,0
574,0,218,0,7.481,1
575,0,218,0,7.592,1
576,0,219,0,19.221,0
577,0,220,0,0.060,0
578,0,220,0,36.740,0
579,0,220,0,37.457,0
580,0,220,0,7.343,1
581,0,220,0,12.602,1
582,0,220,0,9.452,1
583,0,220,0,12.947,1
584,0,220,0,11.840,1
585,0,221,0,32.225,0
586,0,222,0,0.063,0
587,0,222,0,21.629,1
588,0,222,0,11.893,1
589,0,222,0,14.324,1
590,0,223,0,10.055,0
591,0,224,0,0.059,0
592,0,224,0,11.337,1
593,0,224,0,6.541,1
594,0,225,0,8.999,0
595,0,226,0,0.034,0
596,0,227,0,26.472,0
597,0,228,0,0.094,0
598,0,228,0,2.967,1
599,0,229,0,1.361,0
600,0,230,0,0.058,0
601,0,231,0,14.964,0
602,0,232,0,0.055,0
603,0,232,0,17.819,1
604,0,233,0,16.630,0
605,0,234,0,6.896,0
606,0,235,0,5.547,0
607,0,236,0,0.285,0
608,0,237,0,0.059,0
609,0,237,0,37.941,0
610,0,237,0,12.975,1
611,0,237,0,11.259,1
612,0,238,0,3.355,0
613,0,239,0,0.056,0
614,0,239,0,40.838,0
615,0,239,0,4.698,1
616,0,240,0,18.871,0
617,0,241,0,0.063,0
618,0,241,0,0.536,1
619,0,241,0,9.344,1
620,0,241,0,13.893,1
621,0,241,0,3.816,1
622,0,241,0,7.851,1
623,0,241,0,6.962,1
624,0,241,0,19.867,1
625,0,241,0,11.317,1
626,0,241,0,12.561,1
627,0,241,0,5.219,1
628,0,242,0,11.473,0
629,0,242,0,11.332,1
630,0,243,0,0.658,0
631,0,244,0,0.065,0
632,0,245,0,0.845,0
633,0,245,0,29.963,1
634,0,246,0,11.005,0
635,0,247,0,0.058,0
636,0,247,0,5.829,1
637,0,247,0,23.354,1
638,0,247,0,23.196,1
639,0,247,0,9.614,1
640,0,248,0,3.926,0
641,0,249,0,0.060,0
642,0,250,0,8.913,0
643,0,251,0,0.057,0
644,0,252,0,28.886,0
645,0,253,0,0.035,0
646,0,253,0,37.319,0
647,0,253,0,10.774,1
648,0,253,0,8.469,1
649,0,253,0,9.216,1
650,0,253,0,16.380,1
651,0,253,0,11.087,1
652,0,253,0,9.734,1
653,0,254,0,31.743,0
654,0,255,0,3.181,0
655,0,256,0,1.620,0
656,0,257,0,0.065,0
657,0,257,0,15.625,1
658,0,258,0,8.837,0
659,0,259,0,0.065,0
660,0,259,0,4.606,1
661,0,260,0,5.901,0
662,0,261,0,0.062,0
663,0,262,0,0.873,0
664,0,263,0,0.042,0
665,0,263,0,13.249,1
666,0,263,0,37.136,0
667,0,264,0,6.278,0
668,0,265,0,0.056,0
669,0,266,0,21.641,0
670,0,267,0,0.066,0
671,0,267,0,39.055,0
672,0,268,0,8.521,0
673,0,269,0,0.087,0
674,0,269,0,6.560,1
675,0,270,0,0.445,0
676,0,271,0,0.038,0
677,0,271,0,23.784,1
678,0,271,0,9.091,1
679,0,271,0,5.674,1
680,0,271,0,4.985,1
681,0,271,0,36.770,0
682,0,271,0,11.925,1
683,0,271,0,41.560,0
684,0,271,0,17.283,1
685,0,272,0,1.247,0
686,0,273,0,0.036,0
687,0,273,0,11.567,1
688,0,273,0,11.553,1
689,0,273,0,6.719,1
690,0,273,0,1.994,1
691,0,273,0,8.392,1
692,0,273,0,16.524,1
693,0,274,0,19.800,0
694,0,275,0,0.038,0
695,0,275,0,9.630,1
696,0,275,0,1.159,1
697,0,275,0,9.929,1
698,0,276,0,2.790,0
699,0,277,0,10.231,0
700,0,277,0,18.179,1
701,0,277,0,12.257,1
702,0,277,0,5.050,1
703,0,278,0,21.614,0
704,0,279,0,0.048,0
705,0,279,0,9.440,1
706,0,279,0,7.589,1
707,0,279,0,7.282,1
708,0,280,0,1.564,0
709,0,281,0,0.060,0
710,0,281,0,5.505,1
711,0,281,0,14.619,1
712,0,281,0,38.258,0
713,0,282,0,11.807,0
714,0,282,0,5.804,1
715,0,282,0,1.032,1
716,0,283,0,1.046,0
717,0,284,0,0.077,0
718,0,284,0,31.464,1
719,0,285,0,4.467,0
720,0,286,0,0.037,0
721,0,286,0,17.932,1
722,0,286,0,12.385,1
723,0,286,0,38.859,0
724,0,286,0,20.632,1
725,0,286,0,10.113,1
726,0,286,0,0.065,1
727,0,287,0,1.294,0
728,0,287,0,1.407,1
729,0,287,0,5.461,1
730,0,287,0,11.963,1
731,0,287,0,8.902,1
732,0,287,0,6.376,1
733,0,287,0,6.497,1
734,0,287,0,31.625,1
735,0,287,0,6.673,1
736,0,287,0,15.188,1
737,0,287,0,1.821,1
738,0,287,0,5.741,1
739,0,287,0,14.939,1
740,0,287,0,3.826,1
741,0,288,0,6.308,0
742,0,289,0,0.042,0
743,0,289,0,23.840,1
744,0,290,0,1.010,0
745,0,291,0,0.073,0
746,0,291,0,33.796,0
747,0,291,0,5.488,1
748,0,292,0,13.317,0
749,0,293,0,0.053,0
750,0,294,0,13.094,0
751,0,295,0,0.056,0
752,0,296,0,18.750,0
753,0,297,0,0.050,0
754,0,297,0,12.200,1
755,0,297,0,9.176,1
756,0,297,0,34.133,0
757,0,298,0,6.061,0
758,0,299,0,0.049,0
759,0,300,0,2.699,0
760,0,300,0,13.283,1
761,0,301,0,3.593,0
762,0,302,0,0.052,0
763,0,302,0,4.251,1
764,0,302,0,6.539,1
765,0,302,0,10.846,1
766,0,303,0,15.744,0
767,0,303,0,27.260,1
768,0,303,0,15.380,1
769,0,303,0,21.876,1
770,0,304,0,18.698,0
771,0,304,0,46.251,1
772,0,304,0,41.847,0
773,0,305,0,2.706,0
774,0,306,0,0.040,0
775,0,306,0,40.255,0
776,0,306,0,5.929,1
777,0,306,0,7.360,1
778,0,306,0,3.181,1
779,0,307,0,2.703,0
780,0,308,0,0.031,0
781,0,308,0,39.579,0
782,0,308,0,19.338,1
783,0,309,0,24.258,0
784,0,310,0,0.106,0
785,0,311,0,35.582,0
786,0,311,0,26.783,1
787,0,312,0,9.360,0
788,0,313,0,20.627,0
789,0,314,0,0.058,0
790,0,314,0,10.296,1
791,0,314,0,13.184,1
792,0,314,0,13.713,1
793,0,314,0,43.186,0
794,0,315,0,5.052,0
795,0,316,0,0.053,0
796,0,316,0,13.199,1
797,0,316,0,13.661,1
798,0,316,0,6.516,1
799,0,316,0,24.297,1
800,0,317,0,29.529,0
801,0,317,0,11.242,1
802,0,317,0,17.853,1
803,0,317,0,17.792,1
804,0,318,0,3.185,0
805,0,318,0,12.360,1
806,0,318,0,4.198,1
807,0,318,0,35.252,1
808,0,318,0,37.294,0
809,0,318,0,11.109,1
810,0,318,0,23.387,1
811,0,319,0,3.378,0
812,0,320,0,0.035,0
813,0,320,0,6.314,1
814,0,320,0,38.366,0
815,0,320,0,39.394,0
816,0,321,0,0.803,0
817,0,322,0,0.033,0
818,0,322,0,7.032,1
819,0,322,0,18.674,1
820,0,322,0,13.021,1
821,0,322,0,38.186,0
822,0,322,0,43.024,0
823,0,323,0,4.446,0
824,0,324,0,0.053,0
825,0,324,0,38.582,0
826,0,324,0,7.889,1
827,0,325,0,2.915,0
828,0,325,0,13.586,1
829,0,325,0,6.649,1
830,0,325,0,7.348,1
831,0,325,0,12.862,1
832,0,325,0,14.477,1
833,0,326,0,11.213,0
834,0,327,0,0.057,0
835,0,328,0,0.156,0
836,0,329,0,0.058,0
837,0,329,0,2.967,1
838,0,329,0,17.878,1
839,0,329,0,6.746,1
840,0,330,0,9.204,0
841,0,331,0,0.059,0
842,0,332,0,20.111,0
843,0,333,0,0.059,1
844,0,333,0,9.205,1
845,0,333,0,39.615,0
846,0,333,0,26.464,1
847,0,334,0,2.797,0
848,0,334,0,7.117,1
849,0,335,0,10.800,0
850,0,336,0,0.042,0
851,0,336,0,11.644,1
852,0,336,0,4.936,1
853,0,337,0,24.941,0
854,0,338,0,0.066,0
855,0,338,0,40.107,0
856,0,338,0,38.798,0
857,0,338,0,10.676,1
858,0,339,0,4.745,0
859,0,340,0,0.085,0
860,0,340,0,8.711,1
861,0,341,0,12.124,0
862,0,342,0,0.030,0
863,0,343,0,19.086,0
864,0,344,0,0.057,0
865,0,344,0,13.766,1
866,0,345,0,4.386,0
867,0,346,0,0.059,0
868,0,347,0,1.653,0
869,0,348,0,0.068,0
870,0,348,0,8.763,1
871,0,349,0,9.951,0
872,0,350,0,0.032,0
873,0,351,0,9.651,0
874,0,352,0,0.035,0
875,0,352,0,40.363,0
876,0,353,0,1.030,0
877,0,354,0,0.076,0
878,0,355,0,6.799,0
879,0,356,0,0.032,0
880,0,356,0,12.227,1
881,0,356,0,2.862,1
882,0,356,0,11.201,1
883,0,356,0,37.376,0
884,0,356,0,17.795,1
885,0,356,0,8.407,1
886,0,356,0,7.143,1
887,0,357,0,4.968,0
888,0,358,0,0.059,0
889,0,358,0,9.457,1
890,0,358,0,40.647,0
891,0,358,0,11.792,1
892,0,358,0,13.288,1
893,0,358,0,13.908,1
894,0,359,0,4.318,0
895,0,360,0,0.064,1
896,0,360,0,39.185,0
897,0,360,0,6.033,1
898,0,361,0,19.160,0
899,0,362,0,0.062,0
900,0,363,0,3.922,0
901,0,364,0,0.061,0
902,0,365,0,17.201,0
903,0,366,0,0.033,0
904,0,366,0,35.569,0
905,0,367,0,5.024,0
906,0,368,0,0.052,0
907,0,368,0,38.298,0
908,0,369,0,9.686,0
909,0,370,0,0.054,0
910,0,370,0,21.128,1
911,0,370,0,8.503,1
912,0,370,0,15.741,1
913,0,370,0,7.547,1
914,0,370,0,6.418,1
915,0,370,0,7.830,1
916,0,370,0,4.486,1
917,0,370,0,8.677,1
918,0,370,0,8.362,1
919,0,370,0,8.166,1
920,0,371,0,3.361,0
921,0,372,0,0.036,0
922,0,372,0,37.706,0
923,0,372,0,6.425,1
924,0,372,0,39.461,0
925,0,372,0,15.643,1
926,0,372,0,6.363,1
927,0,373,0,4.014,0
928,0,373,0,39.569,0
929,0,373,0,7.489,1
930,0,373,0,9.343,1
931,0,373,0,11.754,1
932,0,374,0,0.300,0
933,0,375,0,2.516,0
934,0,376,0,0.042,0
935,0,376,0,7.730,1
936,0,376,0,2.911,1
937,0,377,0,4.278,0
938,0,378,0,0.032,0
939,0,378,0,22.783,1
940,0,378,0,6.362,1
941,0,379,0,13.159,0
942,0,380,0,0.096,0
943,0,380,0,18.480,1
944,0,380,0,14.682,1
945,0,381,0,29.673,0
946,0,382,0,0.064,0
947,0,382,0,13.094,1
948,0,382,0,5.149,1
949,0,382,0,36.234,0
950,0,382,0,4.141,1
951,0,383,0,7.406,0
