episode,steps,collisions,timeout,runtime_s,success
0,0,0,0,7.755,1
1,0,0,0,27.037,0
2,0,0,0,7.873,1
3,0,0,0,4.342,1
4,0,1,0,2.332,0
5,0,1,0,28.038,0
6,0,1,0,27.220,0
7,0,1,0,26.087,0
8,0,2,0,0.824,0
9,0,2,0,25.122,0
10,0,3,0,10.885,0
11,0,4,0,3.673,0
12,0,5,0,0.042,0
13,0,5,0,4.336,1
14,0,5,0,12.200,1
15,0,5,0,4.547,1
16,0,5,0,5.060,1
17,0,5,0,25.889,0
18,0,6,0,0.690,0
19,0,7,0,6.291,0
20,0,7,0,3.650,1
21,0,8,0,2.207,0
22,0,9,0,7.436,0
23,0,10,0,2.230,0
24,0,10,0,9.826,1
25,0,10,0,25.000,0
26,0,11,0,3.176,0
27,0,11,0,5.533,1
28,0,12,0,3.665,0
29,0,12,0,5.266,1
30,0,13,0,1.459,0
31,0,13,0,12.256,1
32,0,13,0,27.305,0
33,0,14,0,0.384,0
34,0,15,0,5.379,0
35,0,15,0,5.811,1
36,0,15,0,3.241,1
37,0,16,0,0.061,0
38,0,16,0,12.138,1
39,0,17,0,1.001,0
40,0,18,0,5.046,0
41,0,18,0,25.484,0
42,0,19,0,12.961,0
43,0,20,0,8.392,0
44,0,20,0,1.422,1
45,0,20,0,12.606,1
46,0,20,0,25.657,0
47,0,21,0,8.475,0
48,0,22,0,5.033,0
49,0,22,0,26.260,0
50,0,23,0,0.428,0
51,0,24,0,6.248,0
52,0,24,0,25.405,0
53,0,25,0,3.392,0
54,0,26,0,5.502,0
55,0,27,0,0.912,0
56,0,27,0,9.519,1
57,0,28,0,23.302,0
58,0,28,0,6.194,1
59,0,28,0,26.469,0
60,0,28,0,25.692,0
61,0,28,0,25.085,0
62,0,28,0,3.650,1
63,0,29,0,1.993,0
64,0,29,0,8.672,1
65,0,29,0,21.952,1
66,0,29,0,26.223,0
67,0,30,0,3.599,0
68,0,30,0,24.951,0
69,0,30,0,25.453,0
70,0,30,0,5.566,1
71,0,30,0,25.117,0
72,0,31,0,1.337,0
73,0,31,0,7.842,1
74,0,31,0,5.715,1
75,0,32,0,4.998,0
76,0,33,0,0.417,0
77,0,33,0,7.149,1
78,0,34,0,1.727,0
79,0,35,0,1.775,0
80,0,35,0,5.887,1
81,0,35,0,25.586,0
82,0,36,0,21.589,0
83,0,36,0,2.586,1
84,0,37,0,2.457,0
85,0,38,0,2.068,0
86,0,38,0,18.471,1
87,0,38,0,8.036,1
88,0,38,0,14.676,1
89,0,39,0,0.831,0
90,0,39,0,2.657,1
91,0,40,0,4.392,0
92,0,41,0,0.471,0
93,0,41,0,3.860,1
94,0,42,0,2.381,0
95,0,42,0,6.774,1
96,0,42,0,25.403,0
97,0,43,0,0.734,0
98,0,44,0,6.292,0
99,0,44,0,22.837,1
100,0,45,0,3.642,0
101,0,45,0,1.993,1
102,0,45,0,25.368,0
103,0,45,0,21.838,1
104,0,46,0,19.611,0
105,0,46,0,11.037,1
106,0,47,0,21.686,0
107,0,47,0,7.688,1
108,0,47,0,3.112,1
109,0,47,0,17.435,1
110,0,48,0,3.450,0
111,0,48,0,3.901,1
112,0,48,0,3.380,1
113,0,48,0,7.419,1
114,0,48,0,25.046,0
115,0,48,0,9.986,1
116,0,49,0,12.125,0
117,0,49,0,4.839,1
118,0,49,0,4.454,1
119,0,49,0,3.819,1
120,0,49,0,1.732,1
121,0,50,0,1.423,0
122,0,51,0,2.903,0
123,0,52,0,2.320,0
124,0,52,0,6.946,1
125,0,53,0,1.303,0
126,0,53,0,24.841,0
127,0,53,0,8.460,1
128,0,54,0,4.739,0
129,0,55,0,15.388,0
130,0,56,0,2.081,0
131,0,57,0,3.032,0
132,0,58,0,2.243,0
133,0,58,0,6.322,1
134,0,58,0,4.499,1
135,0,58,0,6.433,1
136,0,59,0,3.344,0
137,0,59,0,14.709,1
138,0,59,0,11.717,1
139,0,60,0,1.954,0
140,0,60,0,14.658,1
141,0,60,0,25.862,0
142,0,60,0,25.426,0
143,0,61,0,1.963,0
144,0,62,0,8.687,0
145,0,62,0,25.100,0
146,0,62,0,26.175,0
147,0,62,0,25.814,0
148,0,62,0,2.290,1
149,0,63,0,13.091,0
150,0,64,0,2.615,0
151,0,64,0,9.137,1
152,0,64,0,25.683,0
153,0,64,0,25.866,0
154,0,64,0,10.134,1
155,0,65,0,1.241,0
156,0,66,0,1.476,0
